carat,cut,color,clarity,x,y,z
1.01,2,3,5,6.42,6.35,4.02
0.34,3,5,5,4.48,4.44,2.77
0.52,2,6,1,5.18,5.12,3.2
0.38,4,4,4,4.68,4.7,2.88
2.0,3,3,2,6.16,6.15,4.82
0.4,2,1,2,4.78,4.74,2.95
2.49,3,5,3,8.76,8.7,5.34
1.03,3,4,2,6.4,6.43,3.99
0.73,3,2,5,5.76,5.7,3.59
0.56,3,2,5,5.39,5.35,3.26
1.25,4,2,5,6.81,6.89,4.28
1.55,2,6,4,7.53,7.56,4.49
0.74,1,4,5,5.79,5.66,3.4
0.4,3,0,3,4.69,4.74,2.91
0.58,2,2,4,5.42,5.37,3.26
0.36,4,0,5,4.48,4.53,2.81
0.91,2,1,6,6.18,6.23,3.83
0.36,4,3,7,4.56,4.58,2.82
0.53,2,3,5,5.19,5.22,3.21
0.9,4,3,2,6.19,6.09,3.88
0.3,3,4,5,4.3,4.26,2.69
0.3,4,0,5,4.25,4.3,2.66
0.89,2,2,5,6.18,6.21,3.81
1.06,3,1,3,6.64,6.59,3.97
0.77,4,4,3,5.78,5.76,3.65
0.34,3,1,2,4.55,4.59,2.71
1.18,3,5,3,6.79,6.75,4.18
0.35,2,2,5,4.52,4.49,2.82
0.41,3,0,2,4.77,4.81,2.9
1.54,3,5,2,7.53,7.48,4.51
0.72,3,0,5,5.77,5.74,3.51
0.61,4,0,5,5.45,5.48,3.36
0.31,2,4,7,4.37,4.33,2.66
0.39,2,5,6,4.68,4.7,2.93
0.63,2,4,3,5.51,5.56,3.41
0.49,3,3,2,5.1,5.06,3.08
0.34,3,1,2,4.59,4.55,2.71
0.91,0,0,2,6.08,6.04,3.9
0.53,2,2,2,5.21,5.18,3.24
0.54,2,2,2,5.23,5.28,3.23
0.91,3,2,5,6.21,6.17,3.85
0.64,2,4,6,5.58,5.61,3.43
0.67,4,3,4,5.69,5.75,3.42
1.08,4,6,3,6.57,6.4,4.1
0.5,3,3,4,5.23,5.09,3.14
0.7,4,1,5,5.77,5.82,3.49
0.3,2,2,5,4.31,4.34,2.68
1.51,3,2,5,7.29,7.25,4.5
0.33,3,5,7,4.45,4.48,2.74
0.23,4,1,6,3.95,3.97,2.43
1.51,3,2,2,7.32,7.3,4.45
0.7,2,6,3,5.72,5.75,3.52
1.14,2,4,5,6.72,6.74,4.17
0.3,2,2,5,4.32,4.28,2.65
0.28,2,4,4,4.2,4.22,2.6
0.4,2,2,6,4.71,4.74,2.94
0.27,4,2,7,4.14,4.17,2.54
1.5,3,3,4,7.32,7.2,4.55
2.09,3,4,3,8.22,8.17,5.09
1.74,3,4,3,7.88,7.8,4.7
0.41,4,5,7,4.87,4.91,2.93
0.34,2,4,6,4.46,4.48,2.77
0.38,2,4,4,4.63,4.68,2.9
1.08,4,2,2,6.62,6.6,4.05
0.3,1,4,2,4.27,4.29,2.7
0.55,3,2,2,5.31,5.35,3.21
1.02,3,1,0,6.52,6.47,3.92
1.56,2,4,5,7.5,7.46,4.6
0.3,2,1,6,4.36,4.38,2.6
0.44,2,3,2,4.88,4.91,3.02
0.33,3,3,4,4.44,4.39,2.72
0.95,1,2,3,6.41,6.45,3.84
0.3,3,3,4,4.28,4.32,2.66
1.01,4,2,3,6.57,6.62,3.9
0.5,3,1,5,5.04,5.01,3.16
1.5,1,3,5,7.43,7.4,4.36
1.7,1,6,5,7.53,7.48,4.77
0.3,2,1,2,4.31,4.36,2.69
0.5,2,0,4,5.07,5.11,3.16
1.3,1,0,3,7.27,7.22,4.14
1.71,3,3,5,7.64,7.6,4.67
0.48,4,1,4,4.95,4.99,3.09
1.06,2,3,5,6.54,6.58,4.06
0.9,2,4,5,6.22,6.19,3.84
0.59,2,3,2,5.38,5.42,3.31
1.01,1,2,3,6.25,6.32,4.02
0.44,3,1,7,4.95,4.99,2.98
0.32,2,3,5,4.39,4.43,2.71
1.26,3,1,3,7.0,6.94,4.2
0.91,3,0,3,6.25,6.21,3.81
1.0,4,5,3,6.44,6.35,3.99
0.41,3,2,6,4.79,4.73,2.92
2.41,3,5,3,8.7,8.64,5.26
1.51,4,5,3,7.45,7.52,4.49
1.72,3,3,4,7.86,7.82,4.66
0.92,4,3,2,6.19,6.26,3.89
0.55,2,5,2,5.3,5.35,3.27
0.53,2,4,5,5.17,5.21,3.2
1.51,3,2,2,7.32,7.28,4.6
0.9,1,4,3,6.14,6.22,3.73
1.2,2,3,5,6.78,6.72,4.24
0.46,2,1,7,4.92,4.95,3.09
0.53,2,2,3,5.25,5.3,3.18
0.7,1,2,2,5.8,5.84,3.37
1.01,1,5,5,6.6,6.56,3.76
0.4,2,4,6,4.68,4.72,2.92
1.02,3,3,2,6.46,6.5,3.94
1.01,4,4,4,6.53,6.57,3.99
0.79,2,2,2,5.93,5.95,3.68
0.42,2,4,1,4.79,4.82,2.93
2.0,2,5,2,8.05,8.11,4.96
0.3,2,3,4,4.29,4.25,2.68
1.55,2,3,5,7.45,7.48,4.6
1.5,0,4,0,7.07,7.02,4.63
2.32,0,4,2,8.47,8.31,5.2
0.7,3,5,6,5.69,5.65,3.47
0.92,4,2,4,6.25,6.27,3.82
1.35,3,6,5,7.19,7.12,4.33
0.23,4,1,7,3.85,3.89,2.48
0.31,3,1,5,4.42,4.39,2.68
1.51,3,2,5,7.39,7.28,4.53
0.32,2,0,5,4.39,4.37,2.74
0.51,3,3,4,5.11,5.09,3.17
0.71,4,5,6,5.71,5.67,3.61
2.09,2,5,3,8.19,8.27,5.04
0.73,2,3,7,5.84,5.81,3.57
2.01,2,4,2,8.19,8.09,4.92
0.85,0,4,0,5.98,5.75,3.94
1.26,3,4,3,7.09,7.04,4.14
2.0,0,4,3,7.88,7.79,5.12
0.37,1,3,4,4.57,4.59,2.89
0.54,2,0,5,5.24,5.28,3.22
0.71,3,3,5,5.74,5.69,3.59
1.61,2,3,5,7.57,7.5,4.69
0.36,4,4,1,4.58,4.6,2.79
1.21,3,2,3,6.82,6.77,4.2
0.7,3,4,5,5.68,5.66,3.44
0.57,2,1,5,5.35,5.32,3.28
1.29,1,2,2,6.9,6.86,4.39
1.29,3,4,5,6.98,6.92,4.34
1.02,3,2,4,6.46,6.49,3.94
0.55,2,1,7,5.25,5.29,3.22
0.51,2,1,5,5.12,5.15,3.16
1.04,4,3,1,6.52,6.65,4.0
1.5,0,5,0,7.12,6.96,4.58
1.52,0,4,2,7.14,7.1,4.65
0.51,2,1,5,5.13,5.16,3.15
0.29,1,1,7,4.19,4.23,2.64
1.01,2,3,2,6.46,6.43,3.98
0.72,1,2,7,5.76,5.72,3.52
0.9,3,0,3,6.22,6.07,3.76
1.0,1,5,2,6.23,6.3,4.11
0.32,2,0,5,4.42,4.46,2.71
1.11,2,1,2,6.66,6.68,4.14
0.31,2,1,3,4.41,4.44,2.66
1.01,4,2,2,6.29,6.24,3.98
0.72,2,4,4,5.79,5.81,3.56
0.38,3,0,6,4.63,4.66,2.85
0.71,3,1,2,5.75,5.7,3.54
0.44,3,5,6,4.95,4.87,3.02
0.31,2,2,1,4.36,4.4,2.72
0.41,2,0,6,4.77,4.73,2.96
0.31,3,1,4,4.38,4.42,2.64
2.44,4,6,5,8.75,8.83,5.28
0.3,2,6,4,4.28,4.32,2.69
1.01,2,0,3,6.53,6.6,3.97
0.5,1,0,2,5.02,5.04,3.18
0.56,2,0,5,5.31,5.38,3.27
1.04,2,4,3,6.49,6.54,4.02
0.36,2,1,5,4.6,4.64,2.82
0.5,2,1,5,5.11,5.08,3.17
1.54,2,2,2,7.44,7.38,4.59
0.53,3,2,3,5.23,5.19,3.15
2.03,1,4,3,8.16,8.21,4.88
1.05,4,3,5,6.45,6.49,4.06
1.17,1,5,2,6.66,6.64,4.23
1.65,2,4,3,7.58,7.62,4.68
0.23,4,1,7,3.95,3.98,2.44
1.1,2,3,5,6.6,6.68,4.12
1.58,3,2,2,7.48,7.45,4.58
0.77,1,5,2,5.88,5.93,3.68
1.55,4,1,3,7.56,7.59,4.51
0.9,4,2,3,6.13,6.11,3.86
0.34,1,4,2,4.45,4.44,2.83
0.7,4,5,0,5.62,5.59,3.54
0.28,2,3,4,4.22,4.25,2.63
0.34,3,6,5,4.49,4.46,2.79
0.52,1,2,4,5.12,5.05,3.11
0.31,2,4,1,4.36,4.39,2.71
0.51,2,2,5,5.14,5.11,3.14
0.55,2,0,5,5.21,5.26,3.23
0.32,4,1,2,4.36,4.39,2.72
0.5,1,5,5,5.12,5.08,3.08
1.03,4,3,3,6.4,6.42,4.04
0.5,2,4,4,5.11,5.16,3.18
0.23,2,3,6,3.93,3.96,2.44
0.39,3,6,4,4.67,4.71,2.89
1.2,4,5,2,6.75,6.92,4.25
0.38,2,1,7,4.62,4.66,2.9
1.0,4,2,2,6.29,6.22,3.95
0.51,1,1,2,5.07,5.11,3.25
0.9,3,0,2,6.24,6.19,3.69
0.8,3,5,5,5.84,5.77,3.65
1.22,3,4,5,6.93,6.86,4.19
0.7,4,2,5,5.79,5.85,3.43
2.2,3,5,5,8.63,8.52,5.05
1.0,4,2,2,6.32,6.36,3.98
0.71,2,6,2,5.75,5.78,3.54
0.5,3,1,3,5.12,5.06,3.14
0.4,3,3,4,4.76,4.8,2.88
1.5,3,3,5,7.38,7.34,4.41
0.31,4,1,4,4.29,4.37,2.65
1.57,2,1,5,7.39,7.44,4.62
0.72,2,4,7,5.74,5.81,3.6
0.7,4,5,6,5.68,5.71,3.47
0.9,2,1,2,6.21,6.24,3.84
1.52,0,2,3,7.68,7.62,4.31
1.13,4,4,3,6.67,6.71,4.15
0.31,4,1,2,4.29,4.33,2.71
0.56,4,4,4,5.23,5.28,3.3
1.01,4,3,1,6.39,6.42,4.02
1.74,2,1,3,7.8,7.7,4.83
0.33,3,2,2,4.45,4.42,2.7
1.05,2,3,4,6.62,6.56,4.02
0.41,3,0,2,4.81,4.77,2.9
1.01,4,5,3,6.42,6.45,3.95
0.51,2,4,2,5.1,5.14,3.14
1.02,3,2,5,6.4,6.45,4.01
0.72,3,4,2,5.69,5.73,3.58
1.67,4,6,2,7.59,7.63,4.74
0.4,3,3,7,4.73,4.76,2.93
0.31,2,3,3,4.36,4.39,2.72
0.52,2,1,5,5.12,5.14,3.2
0.4,3,0,4,4.7,4.73,2.93
0.55,4,2,5,5.29,5.31,3.27
1.04,1,2,2,6.36,6.41,4.03
0.33,4,0,5,4.52,4.46,2.73
0.4,4,1,3,4.72,4.7,2.97
0.31,3,3,6,4.41,4.35,2.62
0.71,2,4,4,5.74,5.79,3.55
0.39,4,3,7,4.67,4.7,2.91
0.31,2,0,3,4.34,4.3,2.7
1.06,3,1,5,6.56,6.52,4.01
0.71,3,5,4,5.71,5.67,3.52
0.97,3,4,2,6.56,6.48,3.79
0.43,1,1,2,4.77,4.79,3.03
1.0,1,0,2,6.23,6.27,4.05
1.02,3,2,7,6.5,6.45,3.98
0.37,2,3,7,4.63,4.67,2.88
0.72,3,1,2,5.83,5.73,3.55
1.2,3,3,3,6.85,6.78,4.21
1.0,3,2,3,6.36,6.33,3.91
0.43,4,2,2,4.79,4.82,3.0
0.42,3,2,7,4.86,4.83,2.89
0.54,2,1,5,5.22,5.26,3.24
1.25,2,2,4,6.95,6.91,4.3
0.32,3,4,6,4.43,4.4,2.69
1.3,2,0,2,6.93,6.96,4.29
0.53,2,3,4,5.18,5.22,3.21
1.06,2,1,4,6.52,6.49,4.04
1.2,2,3,5,6.74,6.81,4.24
1.06,4,1,3,6.52,6.59,4.07
1.01,2,3,3,6.5,6.42,3.97
1.01,3,6,3,6.43,6.37,3.92
0.7,2,0,5,5.74,5.76,3.51
0.9,3,1,2,6.34,6.3,3.78
0.4,4,1,4,4.66,4.69,2.96
0.75,3,4,4,5.96,5.93,3.5
0.54,2,3,2,5.26,5.28,3.26
1.02,2,2,3,6.5,6.47,3.98
1.01,1,3,2,6.32,6.4,4.02
1.0,1,3,2,6.32,6.36,3.96
0.55,2,2,5,5.24,5.26,3.29
0.5,4,1,3,5.06,5.12,3.14
0.23,4,1,6,3.9,3.93,2.43
0.53,4,1,3,5.19,5.16,3.27
0.73,4,1,2,5.76,5.83,3.55
0.39,2,2,4,4.75,4.68,2.87
1.2,2,4,2,6.78,6.82,4.21
0.44,3,3,7,4.88,4.94,3.01
1.0,3,3,4,6.39,6.37,3.98
0.32,3,5,5,4.37,4.33,2.73
0.53,2,1,5,5.16,5.27,3.22
0.53,3,2,5,5.18,5.21,3.19
2.1,2,6,5,8.21,8.16,5.03
0.9,1,2,5,6.07,6.19,3.84
1.23,2,4,2,6.94,6.9,4.27
0.91,3,2,3,6.26,6.21,3.87
1.7,3,3,5,7.64,7.54,4.75
0.9,4,0,2,6.06,6.1,3.82
0.42,2,3,6,4.84,4.81,2.99
0.34,3,4,6,4.5,4.46,2.74
1.05,2,2,7,6.67,6.58,4.01
2.0,0,1,3,8.16,8.04,4.86
0.51,2,0,4,5.15,5.12,3.17
1.63,2,3,4,7.6,7.56,4.68
0.3,2,3,5,4.31,4.29,2.71
0.3,2,3,4,4.31,4.33,2.67
1.22,3,1,3,6.9,6.82,4.29
0.53,3,2,5,5.26,5.2,3.17
0.54,2,3,4,5.29,5.26,3.2
0.32,3,3,3,4.35,4.38,2.69
0.57,3,1,2,5.42,5.38,3.21
0.4,1,3,7,4.7,4.65,2.87
0.4,2,1,6,4.67,4.72,2.93
0.7,3,4,2,5.67,5.74,3.53
1.0,4,3,4,6.52,6.54,3.88
0.74,4,6,4,5.75,5.8,3.62
0.27,2,1,5,4.18,4.15,2.61
1.6,3,4,2,7.54,7.49,4.66
0.96,0,4,0,6.09,5.96,4.15
1.01,3,2,5,6.48,6.44,3.83
2.25,1,6,2,8.29,8.35,5.19
0.71,1,3,5,5.59,5.62,3.6
0.37,3,0,6,4.63,4.65,2.85
1.24,4,1,4,6.9,6.96,4.3
0.72,2,3,5,5.74,5.7,3.59
0.31,4,3,2,4.34,4.38,2.7
0.7,2,2,3,5.71,5.78,3.51
0.41,2,0,3,4.76,4.8,2.99
1.01,4,4,7,6.39,6.35,4.03
0.34,3,4,5,4.42,4.46,2.78
1.01,2,4,2,6.39,6.43,4.01
1.01,2,3,5,6.47,6.51,3.96
2.03,4,5,2,8.03,8.09,5.01
1.18,4,2,6,6.82,6.86,4.13
1.31,3,5,2,6.96,6.91,4.37
0.78,2,2,3,5.99,6.0,3.63
0.32,2,3,7,4.42,4.4,2.75
0.41,4,1,3,4.7,4.73,2.97
1.36,3,1,3,7.21,7.13,4.38
0.75,4,1,3,5.89,5.94,3.56
0.71,2,2,6,5.77,5.8,3.53
0.51,2,3,4,5.14,5.1,3.17
0.33,2,1,4,4.45,4.5,2.75
0.3,4,4,2,4.27,4.3,2.7
2.14,1,4,2,8.57,8.48,4.9
0.7,2,3,4,5.67,5.71,3.52
0.3,3,5,2,4.37,4.33,2.63
0.7,0,1,2,5.49,5.41,3.55
1.27,4,3,7,6.9,6.96,4.26
0.4,4,1,3,4.66,4.69,2.94
1.0,4,4,4,6.27,6.34,4.05
0.36,4,3,3,4.55,4.59,2.83
1.2,2,0,2,6.79,6.71,4.23
1.32,4,6,5,7.01,7.04,4.36
1.01,4,2,2,6.35,6.43,4.01
0.57,2,2,4,5.3,5.39,3.31
1.32,2,2,2,7.11,7.05,4.36
2.19,2,4,2,8.39,8.35,5.07
1.01,4,3,0,6.42,6.25,3.99
0.7,2,0,3,5.68,5.73,3.54
0.57,4,2,7,5.28,5.32,3.35
1.12,4,2,2,6.6,6.62,4.16
1.0,1,1,5,6.33,6.46,3.88
0.47,1,1,3,5.17,5.09,2.9
0.98,4,4,3,6.31,6.36,3.94
1.02,2,0,2,6.41,6.44,4.0
1.18,2,1,1,6.78,6.91,4.18
0.39,2,1,6,4.67,4.7,2.91
1.0,1,3,4,6.23,6.29,4.03
0.91,3,5,5,6.18,6.16,3.85
0.7,1,2,3,5.6,5.53,3.58
0.3,1,0,5,4.26,4.3,2.7
1.31,1,4,2,7.18,7.25,4.18
0.64,2,3,6,5.53,5.56,3.43
0.5,3,0,5,5.12,5.08,3.12
0.42,3,2,7,4.86,4.83,2.92
0.52,1,1,3,5.15,5.2,3.13
0.38,4,0,5,4.74,4.77,2.79
0.56,2,4,1,5.32,5.35,3.27
0.37,2,4,2,4.6,4.61,2.86
0.36,2,1,2,4.59,4.56,2.81
0.42,3,3,5,4.77,4.82,2.97
0.4,2,0,5,4.71,4.75,2.91
2.02,3,4,3,8.15,8.08,4.98
1.05,1,1,2,6.33,6.41,4.09
1.23,2,0,2,7.01,6.96,4.25
0.3,1,5,4,4.23,4.25,2.7
1.24,2,6,2,6.92,6.86,4.26
1.01,3,3,5,6.45,6.42,3.96
0.32,3,4,5,4.33,4.35,2.72
0.3,3,3,7,4.29,4.25,2.66
0.51,4,2,4,5.09,5.12,3.23
0.91,3,1,5,6.28,6.2,3.81
1.81,4,5,4,7.85,7.91,4.72
0.5,4,1,5,5.02,5.08,3.17
1.02,3,3,2,6.47,6.45,3.96
1.5,0,4,2,7.1,7.06,4.6
0.28,1,2,7,4.16,4.21,2.56
0.4,2,4,1,4.7,4.68,2.94
0.26,2,4,5,4.08,4.1,2.54
1.01,0,3,4,6.34,6.22,4.06
0.4,3,1,3,4.7,4.75,2.9
1.11,3,4,5,6.64,6.69,4.11
1.25,2,5,3,6.87,6.83,4.34
1.02,4,2,4,6.38,6.44,3.97
0.41,4,1,2,4.78,4.73,3.0
0.31,3,6,4,4.33,4.31,2.67
0.32,2,3,6,4.4,4.43,2.73
0.56,3,0,2,5.29,5.31,3.22
1.0,3,1,2,6.42,6.35,3.94
0.31,4,4,2,4.34,4.36,2.71
0.64,4,3,2,5.49,5.53,3.53
0.52,2,1,5,5.21,5.19,3.17
0.7,4,4,2,5.59,5.64,3.54
1.01,4,1,2,6.49,6.55,3.88
0.37,3,2,5,4.68,4.64,2.78
0.78,1,1,2,6.02,6.07,3.59
0.34,2,4,1,4.51,4.55,2.8
1.06,1,3,5,6.45,6.48,4.08
0.56,3,3,4,5.22,5.3,3.28
2.01,2,6,3,8.03,8.07,5.06
0.43,3,2,5,4.87,4.84,2.97
0.73,2,0,2,5.8,5.77,3.58
1.07,3,2,2,6.58,6.62,4.07
1.0,4,1,5,6.34,6.37,3.99
0.93,2,4,2,6.32,6.29,3.91
1.0,2,1,2,6.34,6.41,3.97
0.43,2,0,4,4.86,4.85,2.99
0.6,2,4,5,5.42,5.46,3.38
0.27,2,0,1,4.15,4.12,2.58
0.4,3,1,4,4.75,4.71,2.95
1.03,2,1,3,6.52,6.44,4.04
0.33,4,3,7,4.46,4.49,2.77
0.34,2,2,4,4.47,4.44,2.77
1.04,2,4,5,6.56,6.53,3.99
0.58,4,1,4,5.35,5.39,3.32
0.3,2,2,2,4.27,4.32,2.68
1.02,2,4,4,6.48,6.42,4.01
1.2,2,4,4,6.78,6.86,4.25
1.1,2,2,6,6.57,6.63,4.14
0.9,4,1,2,6.19,6.23,3.81
0.55,2,6,4,5.26,5.24,3.27
0.43,4,5,1,4.9,4.93,3.0
0.71,4,1,5,5.66,5.68,3.63
0.5,0,0,6,4.92,5.03,3.28
1.02,3,0,3,6.42,6.37,3.99
0.46,4,1,4,5.08,5.15,3.0
0.54,2,3,2,5.18,5.21,3.25
0.93,4,5,4,6.2,6.25,3.89
1.01,4,2,2,6.41,6.48,4.0
0.91,4,2,3,6.16,6.12,3.89
1.51,4,4,5,7.28,7.33,4.56
0.91,2,5,3,6.23,6.24,3.84
0.71,2,5,2,5.76,5.79,3.55
1.15,2,2,3,6.75,6.79,4.1
0.32,2,1,3,4.39,4.42,2.76
0.3,3,1,5,4.29,4.26,2.65
0.8,3,4,2,5.91,5.96,3.68
0.32,2,3,5,4.4,4.38,2.71
0.82,4,3,5,5.94,5.98,3.7
0.36,2,0,2,4.54,4.58,2.81
0.73,4,6,2,5.85,5.9,3.53
1.9,2,4,5,7.9,7.81,4.85
1.51,1,0,2,7.1,7.25,4.56
1.01,3,2,2,6.42,6.39,4.0
1.72,1,0,3,7.53,7.59,4.79
1.08,3,3,5,6.56,6.49,4.07
0.24,4,4,7,4.01,4.04,2.46
1.52,2,3,4,7.48,7.5,4.47
1.73,3,3,4,7.72,7.57,4.8
0.35,4,5,5,4.5,4.53,2.82
1.2,2,5,4,6.8,6.84,4.23
0.91,3,1,5,6.21,6.15,3.85
0.3,3,2,3,4.24,4.2,2.64
0.9,4,3,1,6.22,6.26,3.75
1.51,3,1,0,7.41,7.36,4.36
0.56,3,2,5,5.36,5.34,3.19
0.41,2,1,2,4.78,4.77,2.95
1.03,3,5,4,6.51,6.57,3.95
1.24,4,6,3,6.83,6.75,4.29
0.81,3,3,3,5.99,5.94,3.68
0.67,4,2,5,5.55,5.5,3.49
2.1,3,5,2,8.34,8.26,4.97
0.34,2,3,5,4.47,4.5,2.76
0.42,2,3,4,4.78,4.83,2.98
0.35,3,4,3,4.49,4.54,2.78
0.5,3,1,3,5.09,5.03,3.11
1.53,4,3,4,7.32,7.36,4.61
0.38,2,1,6,4.67,4.62,2.87
1.27,3,0,2,6.92,6.87,4.31
1.09,3,3,3,6.72,6.62,4.06
0.55,2,1,2,5.26,5.28,3.25
1.56,2,1,5,7.56,7.5,4.56
1.01,4,5,2,6.32,6.36,4.0
0.31,2,5,4,4.37,4.4,2.69
0.33,2,0,5,4.46,4.43,2.76
0.38,2,1,7,4.71,4.68,2.06
0.51,2,0,5,5.11,5.14,3.15
1.0,1,0,7,6.42,6.46,3.88
2.14,0,4,0,8.0,7.92,5.29
1.03,3,5,4,6.5,6.42,3.98
0.9,1,3,5,6.04,6.08,3.88
0.7,2,3,2,5.79,5.77,3.52
0.32,2,4,1,4.4,4.43,2.72
0.3,3,4,2,4.35,4.32,2.58
0.9,4,2,2,6.23,6.29,3.78
1.21,2,3,3,6.83,6.81,4.23
1.2,4,6,5,6.98,6.95,4.17
1.56,2,5,5,7.41,7.45,4.59
0.34,4,1,2,4.53,4.56,2.74
0.63,2,6,3,5.54,5.56,3.41
0.62,1,0,3,5.42,5.39,3.46
1.53,4,4,3,7.43,7.46,4.56
0.92,3,2,3,6.46,6.41,3.74
1.46,3,0,3,7.32,7.23,4.51
0.52,2,2,5,5.23,5.19,3.13
1.31,2,4,4,7.0,6.98,4.36
1.12,4,3,2,6.6,6.64,4.14
1.5,4,0,3,7.27,7.2,4.58
2.24,4,5,3,8.37,8.43,5.18
0.32,3,1,6,4.39,4.35,2.7
1.61,2,2,2,7.44,7.48,4.67
0.56,3,4,4,5.36,5.31,3.19
0.77,4,6,3,5.91,5.96,3.63
0.53,2,2,6,5.24,5.18,3.21
0.52,2,2,2,5.14,5.17,3.19
0.72,1,2,2,5.71,5.64,3.61
0.32,2,5,4,4.39,4.36,2.73
0.31,2,2,1,4.38,4.41,2.68
0.32,4,3,7,4.36,4.38,2.72
0.33,3,4,7,4.45,4.42,2.73
1.69,1,3,4,7.8,7.84,4.54
0.51,3,2,5,5.1,5.07,3.17
0.35,4,4,4,4.49,4.52,2.82
0.9,1,3,2,6.07,6.1,3.89
0.96,0,4,0,6.21,6.0,3.68
0.33,2,1,5,4.45,4.47,2.71
0.24,2,2,4,4.0,4.03,2.46
0.24,4,2,6,3.93,4.0,2.45
0.72,0,5,2,5.69,5.67,3.68
0.33,4,5,2,4.38,4.36,2.76
1.21,4,4,5,6.77,6.82,4.27
0.47,2,1,3,4.98,5.04,3.08
0.54,4,5,2,5.2,5.24,3.2
0.95,3,5,2,6.39,6.37,3.83
0.32,1,0,3,4.34,4.33,2.76
0.54,2,2,3,5.26,5.22,3.2
1.52,3,5,2,7.41,7.36,4.52
1.0,4,3,5,6.39,6.31,4.01
0.91,2,1,2,6.2,6.23,3.87
1.7,4,6,5,7.55,7.59,4.76
0.5,2,1,5,5.13,5.15,3.15
0.53,2,4,6,5.16,5.2,3.22
0.53,3,0,5,5.26,5.29,3.16
0.33,2,3,6,4.47,4.5,2.74
0.91,1,5,3,6.46,6.39,3.72
1.0,3,2,3,6.51,6.49,3.78
0.41,1,5,7,4.72,4.75,2.99
2.01,3,3,3,8.27,8.22,4.9
1.0,4,1,3,6.38,6.31,4.03
0.32,4,4,2,4.4,4.43,2.73
0.56,2,4,2,5.28,5.31,3.3
0.31,1,1,2,4.31,4.34,2.73
0.7,1,4,2,5.62,5.59,3.6
0.3,2,0,5,4.38,4.33,2.65
0.4,2,4,5,4.76,4.78,2.93
0.9,4,3,5,6.13,6.17,3.84
0.58,2,2,5,5.34,5.39,3.3
0.37,2,3,2,4.64,4.66,2.84
1.0,3,3,4,6.51,6.41,3.91
0.73,2,1,7,5.73,5.79,3.57
1.32,0,4,0,6.87,6.83,4.51
0.71,3,0,7,5.73,5.69,3.45
1.01,3,3,2,6.43,6.48,3.97
0.31,2,1,5,4.36,4.38,2.71
2.03,4,3,3,8.07,8.14,5.08
1.55,2,5,7,7.41,7.46,4.56
2.0,4,6,5,8.09,8.12,4.93
1.0,1,0,3,6.29,6.34,4.06
1.5,3,2,0,7.33,7.21,4.55
0.4,2,0,5,4.75,4.71,2.91
0.7,0,3,2,5.7,5.58,3.48
1.0,1,6,2,6.47,6.51,3.81
0.27,2,1,4,4.21,4.22,2.55
0.33,4,2,5,4.42,4.44,2.74
0.32,4,3,5,4.35,4.3,2.73
0.4,4,1,4,4.63,4.67,2.92
0.34,4,2,3,4.48,4.44,2.83
0.42,2,5,5,4.84,4.87,2.96
0.33,2,4,7,4.41,4.44,2.73
0.32,2,1,6,4.42,4.45,2.7
0.37,1,0,2,4.59,4.55,2.91
0.5,3,0,5,5.12,5.09,3.12
1.21,1,6,7,6.71,6.67,4.26
1.01,2,6,4,6.45,6.49,3.96
0.31,2,1,5,4.37,4.41,2.7
0.7,2,2,2,5.7,5.75,3.54
0.37,3,6,5,4.68,4.65,2.83
0.56,2,0,4,5.24,5.31,3.3
1.12,4,4,3,6.67,6.71,4.13
0.32,2,5,5,4.45,4.44,2.68
0.31,3,6,2,4.32,4.29,2.7
1.5,3,0,2,7.32,7.28,4.45
0.9,4,0,2,6.21,6.17,3.78
0.7,2,2,4,5.71,5.74,3.55
1.3,2,3,2,7.01,7.05,4.33
1.01,2,4,2,6.42,6.47,4.02
0.32,2,1,2,4.42,4.45,2.73
0.77,3,1,2,5.84,5.79,3.66
0.5,4,2,4,5.05,5.09,3.19
2.02,3,4,5,8.17,8.12,4.95
1.71,3,4,3,7.67,7.62,4.78
0.72,2,1,2,5.72,5.75,3.57
0.6,2,3,7,5.43,5.46,3.34
1.11,4,1,3,6.65,6.54,4.07
0.7,4,2,5,5.69,5.63,3.59
1.0,4,1,2,6.38,6.43,3.9
1.75,3,1,3,7.71,7.63,4.79
1.51,2,3,3,7.31,7.37,4.57
0.54,2,2,7,5.27,5.25,3.25
0.3,2,4,7,4.36,4.32,2.62
0.39,4,0,6,4.61,4.63,2.91
0.42,2,3,4,4.79,4.84,3.01
2.14,4,5,2,8.28,8.32,5.09
1.0,4,4,2,6.3,6.37,3.97
1.01,1,1,6,6.31,6.34,3.99
1.02,4,1,2,6.4,6.45,4.02
2.01,1,4,5,8.29,8.35,4.81
1.51,3,4,4,7.5,7.41,4.44
0.55,2,1,2,5.24,5.29,3.25
1.04,2,2,7,6.47,6.51,4.0
0.43,2,3,4,4.84,4.86,3.0
0.32,2,0,5,4.39,4.43,2.74
0.59,4,0,3,5.32,5.37,3.35
1.02,3,4,2,6.63,6.55,3.93
0.31,2,1,4,4.37,4.32,2.67
0.7,3,6,2,5.73,5.75,3.52
1.22,3,2,5,6.84,6.8,4.25
0.42,3,2,4,4.83,4.81,2.98
0.89,0,3,3,6.26,6.16,3.66
0.51,3,3,4,5.22,5.21,3.11
0.27,2,3,5,4.19,4.21,2.58
1.52,2,4,3,7.34,7.24,4.54
